nombre_cancion,nombre_artista,duracion,oyentes,reproducciones,url
DIE TRYING,PARTYNEXTDOOR,195,419394,7518134,https://www.last.fm/music/PARTYNEXTDOOR/_/DIE+TRYING
HIGHEST IN THE ROOM,Travis Scott,175,1408039,19587865,https://www.last.fm/music/Travis+Scott/_/HIGHEST+IN+THE+ROOM
Ventura Highway,America,196,902590,7672746,https://www.last.fm/music/America/_/Ventura+Highway
Genie in a Bottle,Christina Aguilera,217,1467052,10042668,https://www.last.fm/music/Christina+Aguilera/_/Genie+in+a+Bottle
Into It,Chase Atlantic,196,857976,12244361,https://www.last.fm/music/Chase+Atlantic/_/Into+It
The Reason,Hoobastank,233,1936579,15988813,https://www.last.fm/music/Hoobastank/_/The+Reason
Stress Relief,late night drive home,279,567577,6599731,https://www.last.fm/music/late+night+drive+home/_/Stress+Relief
Tell Me (U Want It),underscores,213,63688,344762,https://www.last.fm/music/underscores/_/Tell+Me+(U+Want+It)
goosebumps,Travis Scott,243,1681130,23325130,https://www.last.fm/music/Travis+Scott/_/goosebumps
A New Kind Of Love - Demo,Frou Frou,260,808717,9893601,https://www.last.fm/music/Frou+Frou/_/A+New+Kind+Of+Love+-+Demo
The Visitor,Sienna Spiro,228,48295,163468,https://www.last.fm/music/Sienna+Spiro/_/The+Visitor
Falling Down - Bonus Track,Lil Peep,0,1061666,15416048,https://www.last.fm/music/Lil+Peep/_/Falling+Down+-+Bonus+Track
One More Night,Maroon 5,221,1401623,11587274,https://www.last.fm/music/Maroon+5/_/One+More+Night
Nothing's Gonna Hurt You Baby,Cigarettes After Sex,286,1163704,14243913,https://www.last.fm/music/Cigarettes+After+Sex/_/Nothing%27s+Gonna+Hurt+You+Baby
I WANT THINGS TO BE BEAUTIFUL,Devi McCallion,106,211793,4026685,https://www.last.fm/music/Devi+McCallion/_/I+WANT+THINGS+TO+BE+BEAUTIFUL
drive ME crazy!,Lil Yachty,229,733906,13147935,https://www.last.fm/music/Lil+Yachty/_/drive+ME+crazy%21
American Teenager,Ethel Cain,258,717757,16013047,https://www.last.fm/music/Ethel+Cain/_/American+Teenager
Zombie - 2025 Remastered,The Cranberries,0,419087,1690086,https://www.last.fm/music/The+Cranberries/_/Zombie+-+2025+Remastered
FANCY,TWICE,215,890096,18940908,https://www.last.fm/music/TWICE/_/FANCY
ExtraL (feat. Doechii),Jennie,167,603935,11506964,https://www.last.fm/music/Jennie/_/ExtraL+(feat.+Doechii)
FE!N (feat. Playboi Carti),Travis Scott,191,1405322,26895685,https://www.last.fm/music/Travis+Scott/_/FE%21N+(feat.+Playboi+Carti)
Livin' on a Prayer,Bon Jovi,248,2013220,16175005,https://www.last.fm/music/Bon+Jovi/_/Livin%27+on+a+Prayer
Don’t Worry I’ll Make You Worry,Sabrina Carpenter,0,458025,5619242,https://www.last.fm/music/Sabrina+Carpenter/_/Don%E2%80%99t+Worry+I%E2%80%99ll+Make+You+Worry
ILoveUIHateU,Playboi Carti,135,981905,22973065,https://www.last.fm/music/Playboi+Carti/_/ILoveUIHateU
Solo,Future,265,804954,12594671,https://www.last.fm/music/Future/_/Solo
Brazil,Declan McKenna,252,1137266,15807718,https://www.last.fm/music/Declan+McKenna/_/Brazil
Filter,BTS,180,539177,33142943,https://www.last.fm/music/BTS/_/Filter
"not a lot, just forever",Adrianne Lenker,250,709160,13355902,"https://www.last.fm/music/Adrianne+Lenker/_/not+a+lot,+just+forever"
Attention,Malcolm Todd,113,145034,1244402,https://www.last.fm/music/Malcolm+Todd/_/Attention
The Scientist,Coldplay,266,3018410,31888218,https://www.last.fm/music/Coldplay/_/The+Scientist
Hello?,Clairo,135,913619,10186884,https://www.last.fm/music/Clairo/_/Hello%3F
Autumn Leaves,BTS,268,415867,9226888,https://www.last.fm/music/BTS/_/Autumn+Leaves
I've Seen It,Olivia Dean,0,342490,2740282,https://www.last.fm/music/Olivia+Dean/_/I%27ve+Seen+It
Wet Dreamz,J. Cole,236,1228349,16441544,https://www.last.fm/music/J.+Cole/_/Wet+Dreamz
Kiss Me Thru The Phone,Soulja Boy,0,1322252,9387487,https://www.last.fm/music/Soulja+Boy/_/Kiss+Me+Thru+The+Phone
Star Shopping,Lil Peep,141,1059081,25418216,https://www.last.fm/music/Lil+Peep/_/Star+Shopping
Knockin' on Heaven's Door,Bob Dylan,151,1448593,11522885,https://www.last.fm/music/Bob+Dylan/_/Knockin%27+on+Heaven%27s+Door
Dis-ease,BTS,239,360322,12970935,https://www.last.fm/music/BTS/_/Dis-ease
Trade Places,Jack Harlow,182,53274,131446,https://www.last.fm/music/Jack+Harlow/_/Trade+Places
I Can't Handle Change,Roar,198,1275501,19142803,https://www.last.fm/music/Roar/_/I+Can%27t+Handle+Change
Psychosocial,Slipknot,283,1408059,18575664,https://www.last.fm/music/Slipknot/_/Psychosocial
Dramatic Girl (feat. Che Ecru),Baby Keem,199,155965,894891,https://www.last.fm/music/Baby+Keem/_/Dramatic+Girl+(feat.+Che+Ecru)
HOUSE MONEY,Baby Keem,195,175111,981462,https://www.last.fm/music/Baby+Keem/_/HOUSE+MONEY
Killing in the Name,Rage Against the Machine,302,2183379,19760353,https://www.last.fm/music/Rage+Against+the+Machine/_/Killing+in+the+Name
What Was That,Lorde,209,651125,11328818,https://www.last.fm/music/Lorde/_/What+Was+That
Siren sounds (bonus),Tate McRae,182,343338,5146936,https://www.last.fm/music/Tate+McRae/_/Siren+sounds+(bonus)
That's What You Get,Paramore,244,1641390,18204684,https://www.last.fm/music/Paramore/_/That%27s+What+You+Get
24K Magic,Bruno Mars,225,1450845,11568240,https://www.last.fm/music/Bruno+Mars/_/24K+Magic
If You Can't Hang,Sleeping With Sirens,250,697748,10737394,https://www.last.fm/music/Sleeping+With+Sirens/_/If+You+Can%27t+Hang
Animals,Maroon 5,231,1376594,11248688,https://www.last.fm/music/Maroon+5/_/Animals
Sarah,Alex G,176,1086761,19471843,https://www.last.fm/music/Alex+G/_/Sarah
Is There Someone Else?,The Weeknd,199,1211353,20823003,https://www.last.fm/music/The+Weeknd/_/Is+There+Someone+Else%3F
love is embarrassing,Olivia Rodrigo,154,802367,18315853,https://www.last.fm/music/Olivia+Rodrigo/_/love+is+embarrassing
Scott Street,Phoebe Bridgers,281,1024337,18843263,https://www.last.fm/music/Phoebe+Bridgers/_/Scott+Street
Say Yes to Heaven,Lana Del Rey,209,1321523,16632516,https://www.last.fm/music/Lana+Del+Rey/_/Say+Yes+to+Heaven
Sk8er Boi,Avril Lavigne,203,1688395,13142873,https://www.last.fm/music/Avril+Lavigne/_/Sk8er+Boi
Jealous,Eyedress,122,1559523,21424228,https://www.last.fm/music/Eyedress/_/Jealous
Dead to Me,Kali Uchis,199,1253427,16744581,https://www.last.fm/music/Kali+Uchis/_/Dead+to+Me
Forget Her,Jeff Buckley,312,787151,10426919,https://www.last.fm/music/Jeff+Buckley/_/Forget+Her
Nangs,Tame Impala,107,1366500,13334422,https://www.last.fm/music/Tame+Impala/_/Nangs
Bite Me,ENHYPEN,155,558421,16823164,https://www.last.fm/music/ENHYPEN/_/Bite+Me
take a bite,beabadoobee,159,738051,11521390,https://www.last.fm/music/beabadoobee/_/take+a+bite
Famous Last Words,My Chemical Romance,299,1358810,17122497,https://www.last.fm/music/My+Chemical+Romance/_/Famous+Last+Words
I Don't Love You,My Chemical Romance,239,1365864,16917566,https://www.last.fm/music/My+Chemical+Romance/_/I+Don%27t+Love+You
Disease,Lady Gaga,229,786939,17515037,https://www.last.fm/music/Lady+Gaga/_/Disease
Not Today,BTS,232,480797,8667144,https://www.last.fm/music/BTS/_/Not+Today
Au Pays du Cocaine,Geese,217,286736,3524164,https://www.last.fm/music/Geese/_/Au+Pays+du+Cocaine
Hell Above,Pierce the Veil,223,641936,10834048,https://www.last.fm/music/Pierce+the+Veil/_/Hell+Above
ceilings,Lizzy McAlpine,182,967602,19193683,https://www.last.fm/music/Lizzy+McAlpine/_/ceilings
September,"Earth, Wind & Fire",214,2071892,17045755,"https://www.last.fm/music/Earth,+Wind+&+Fire/_/September"
Summer,Calvin Harris,223,1525557,11616144,https://www.last.fm/music/Calvin+Harris/_/Summer
So High,Doja Cat,233,987431,12322668,https://www.last.fm/music/Doja+Cat/_/So+High
Go Go,BTS,235,508175,10864097,https://www.last.fm/music/BTS/_/Go+Go
David,Lorde,204,473569,6236136,https://www.last.fm/music/Lorde/_/David
Bigmouth Strikes Again - 2011 Remaster,The Smiths,193,1075454,13187851,https://www.last.fm/music/The+Smiths/_/Bigmouth+Strikes+Again+-+2011+Remaster
Supernova,aespa,178,622510,19722494,https://www.last.fm/music/aespa/_/Supernova
Wuthering Heights,Kate Bush,205,966042,9134524,https://www.last.fm/music/Kate+Bush/_/Wuthering+Heights
Stay,BTS,206,332994,15320000,https://www.last.fm/music/BTS/_/Stay
the way things go,beabadoobee,187,859883,14032071,https://www.last.fm/music/beabadoobee/_/the+way+things+go
Let You Break My Heart Again,Laufey,313,775123,12912698,https://www.last.fm/music/Laufey/_/Let+You+Break+My+Heart+Again
I Was All Over Her,Salvia Palth,163,1297746,25001848,https://www.last.fm/music/Salvia+Palth/_/I+Was+All+Over+Her
I Know You,Faye Webster,251,909410,14476573,https://www.last.fm/music/Faye+Webster/_/I+Know+You
Girlfriend,Avril Lavigne,217,1764182,13391896,https://www.last.fm/music/Avril+Lavigne/_/Girlfriend
New Gold (feat. Tame Impala and Bootie Brown),Gorillaz,215,881871,8103179,https://www.last.fm/music/Gorillaz/_/New+Gold+(feat.+Tame+Impala+and+Bootie+Brown)
Your face,Wisp,229,767697,12015695,https://www.last.fm/music/Wisp/_/Your+face
Youngest Daughter,Superheaven,249,763117,9528237,https://www.last.fm/music/Superheaven/_/Youngest+Daughter
Starting Over,LSD and the Search for God,304,612676,9358597,https://www.last.fm/music/LSD+and+the+Search+for+God/_/Starting+Over
Last Train to London,Electric Light Orchestra,270,617286,4057388,https://www.last.fm/music/Electric+Light+Orchestra/_/Last+Train+to+London
Club classics,Charli xcx,152,1083539,17595992,https://www.last.fm/music/Charli+xcx/_/Club+classics
Someday,The Strokes,213,2273614,24724218,https://www.last.fm/music/The+Strokes/_/Someday
Young,VACATIONS,189,1183276,15616655,https://www.last.fm/music/VACATIONS/_/Young
This Is What You Came For,Calvin Harris,221,1264094,8487393,https://www.last.fm/music/Calvin+Harris/_/This+Is+What+You+Came+For
Heavenly,Cigarettes After Sex,286,1039167,14201834,https://www.last.fm/music/Cigarettes+After+Sex/_/Heavenly
When I'm Small,Phantogram,249,852478,6960652,https://www.last.fm/music/Phantogram/_/When+I%27m+Small
Bulls in the Bronx,Pierce the Veil,267,683234,11734514,https://www.last.fm/music/Pierce+the+Veil/_/Bulls+in+the+Bronx
Out of Touch,Daryl Hall & John Oates,235,743927,7604991,https://www.last.fm/music/Daryl+Hall+&+John+Oates/_/Out+of+Touch
Somethin' Stupid,Frank Sinatra,156,1120154,12000976,https://www.last.fm/music/Frank+Sinatra/_/Somethin%27+Stupid
Dark Thoughts,Lil Tecca,136,556796,8739195,https://www.last.fm/music/Lil+Tecca/_/Dark+Thoughts
How Sweet,NewJeans,219,588599,12657757,https://www.last.fm/music/NewJeans/_/How+Sweet
Outro: Tear,BTS,285,344154,9969857,https://www.last.fm/music/BTS/_/Outro:+Tear
Roses,The Chainsmokers,226,802022,6589199,https://www.last.fm/music/The+Chainsmokers/_/Roses
Your Love Is My Drug,Kesha,192,876068,6758841,https://www.last.fm/music/Kesha/_/Your+Love+Is+My+Drug
Far Away (feat. A$AP Rocky),Yebba,199,438248,3790970,https://www.last.fm/music/Yebba/_/Far+Away+(feat.+A$AP+Rocky)
I Miss You,blink-182,227,1881086,20453051,https://www.last.fm/music/blink-182/_/I+Miss+You
Pretty Girls Make Graves - 2011 Remaster,The Smiths,223,843250,8242378,https://www.last.fm/music/The+Smiths/_/Pretty+Girls+Make+Graves+-+2011+Remaster
Love You Anyway,The Marías,237,588803,4935282,https://www.last.fm/music/The+Mar%C3%ADas/_/Love+You+Anyway
Vodka Cranberry,Conan Gray,245,343608,5524740,https://www.last.fm/music/Conan+Gray/_/Vodka+Cranberry
Ignorance,Paramore,218,1352789,17153288,https://www.last.fm/music/Paramore/_/Ignorance
DAISIES,Justin Bieber,175,646795,5817592,https://www.last.fm/music/Justin+Bieber/_/DAISIES
Uptown Girl,Billy Joel,196,1713243,12185451,https://www.last.fm/music/Billy+Joel/_/Uptown+Girl
My Boy Only Breaks His Favorite Toys,Taylor Swift,204,643225,17975335,https://www.last.fm/music/Taylor+Swift/_/My+Boy+Only+Breaks+His+Favorite+Toys
Louise,TV Girl,194,765268,8615169,https://www.last.fm/music/TV+Girl/_/Louise
Music,underscores,207,125099,1352236,https://www.last.fm/music/underscores/_/Music
Heather,Conan Gray,198,1500464,21367176,https://www.last.fm/music/Conan+Gray/_/Heather
Remember the Time,Michael Jackson,240,1211064,9066999,https://www.last.fm/music/Michael+Jackson/_/Remember+the+Time
Heartbeat (BTS World Original Soundtrack),BTS,253,313650,10954055,https://www.last.fm/music/BTS/_/Heartbeat+(BTS+World+Original+Soundtrack)
Perfect Places,Lorde,274,911926,16354060,https://www.last.fm/music/Lorde/_/Perfect+Places
The Days - NOTION Remix,Chrystal,0,566911,6221723,https://www.last.fm/music/Chrystal/_/The+Days+-+NOTION+Remix
Garden of Eden,Lady Gaga,336,591587,10762914,https://www.last.fm/music/Lady+Gaga/_/Garden+of+Eden
Homecoming,Lil Uzi Vert,213,687658,8067634,https://www.last.fm/music/Lil+Uzi+Vert/_/Homecoming
bloodline,Ariana Grande,216,916644,13937055,https://www.last.fm/music/Ariana+Grande/_/bloodline
Call Out My Name,The Weeknd,228,1556794,20732052,https://www.last.fm/music/The+Weeknd/_/Call+Out+My+Name
Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,205,758233,13026864,https://www.last.fm/music/Olivia+Rodrigo/_/Can%E2%80%99t+Catch+Me+Now+-+from+The+Hunger+Games:+The+Ballad+of+Songbirds+&+Snakes
POWER,Kanye West,292,1735902,21190987,https://www.last.fm/music/Kanye+West/_/POWER
The Middle,Jimmy Eat World,166,2031991,19619945,https://www.last.fm/music/Jimmy+Eat+World/_/The+Middle
LA CANCIÓN,J Balvin,242,696575,7777567,https://www.last.fm/music/J+Balvin/_/LA+CANCI%C3%93N
"thank u, next",Ariana Grande,207,1492014,21324358,"https://www.last.fm/music/Ariana+Grande/_/thank+u,+next"
I'm Still Standing,Elton John,183,1653621,14202199,https://www.last.fm/music/Elton+John/_/I%27m+Still+Standing
run for the hills,Tate McRae,143,560633,10150919,https://www.last.fm/music/Tate+McRae/_/run+for+the+hills
Like,BTS,231,488349,10790933,https://www.last.fm/music/BTS/_/Like
Safe and Sound,Capital Cities,192,1733745,16505850,https://www.last.fm/music/Capital+Cities/_/Safe+and+Sound
4EVER,Clairo,159,1144389,16243647,https://www.last.fm/music/Clairo/_/4EVER
How to Disappear Completely,Radiohead,350,1753546,22068290,https://www.last.fm/music/Radiohead/_/How+to+Disappear+Completely
"You're on Your Own, Kid",Taylor Swift,194,945690,31552290,"https://www.last.fm/music/Taylor+Swift/_/You%27re+on+Your+Own,+Kid"
2 On (feat. Schoolboy Q),Tinashe,227,698716,7862737,https://www.last.fm/music/Tinashe/_/2+On+(feat.+Schoolboy+Q)
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,293,1680149,12970467,https://www.last.fm/music/ABBA/_/Gimme%21+Gimme%21+Gimme%21+(A+Man+After+Midnight)
EVIL J0RDAN,Playboi Carti,184,725981,9381327,https://www.last.fm/music/Playboi+Carti/_/EVIL+J0RDAN
A Little Death,The Neighbourhood,209,692564,8718496,https://www.last.fm/music/The+Neighbourhood/_/A+Little+Death
twilight zone,Ariana Grande,198,552946,10663391,https://www.last.fm/music/Ariana+Grande/_/twilight+zone
Type Shit,Future,228,913566,15695258,https://www.last.fm/music/Future/_/Type+Shit
Basic Being Basic,Djo,158,385879,3560390,https://www.last.fm/music/Djo/_/Basic+Being+Basic
00:00 (Zero O’Clock),BTS,0,424228,16170187,https://www.last.fm/music/BTS/_/00:00+(Zero+O%E2%80%99Clock)
TV,Billie Eilish,281,1153994,18278671,https://www.last.fm/music/Billie+Eilish/_/TV
Paper Planes,M.I.A.,204,2248833,22767356,https://www.last.fm/music/M.I.A./_/Paper+Planes
Black Star,Radiohead,247,1498221,16555502,https://www.last.fm/music/Radiohead/_/Black+Star
Ain't No Mountain High Enough,Marvin Gaye,94,1556826,11473229,https://www.last.fm/music/Marvin+Gaye/_/Ain%27t+No+Mountain+High+Enough
Grenade,Bruno Mars,222,1849787,16906446,https://www.last.fm/music/Bruno+Mars/_/Grenade
Real Life,The Marías,206,648896,5539188,https://www.last.fm/music/The+Mar%C3%ADas/_/Real+Life
Louder than bombs,BTS,217,420541,16581839,https://www.last.fm/music/BTS/_/Louder+than+bombs
Dirty Harry (feat. Bootie Brown),Gorillaz,230,482767,2190138,https://www.last.fm/music/Gorillaz/_/Dirty+Harry+(feat.+Bootie+Brown)
Little Dark Age,MGMT,299,1496562,20356735,https://www.last.fm/music/MGMT/_/Little+Dark+Age
MAMA,BTS,212,322222,9575675,https://www.last.fm/music/BTS/_/MAMA
Delicate,Taylor Swift,232,1093071,26244032,https://www.last.fm/music/Taylor+Swift/_/Delicate
How Deep Is Your Love,Calvin Harris,212,1058797,7723521,https://www.last.fm/music/Calvin+Harris/_/How+Deep+Is+Your+Love
everytime,Ariana Grande,174,751843,14656605,https://www.last.fm/music/Ariana+Grande/_/everytime
Sharpest Tool,Sabrina Carpenter,218,712270,11156363,https://www.last.fm/music/Sabrina+Carpenter/_/Sharpest+Tool
Love Sosa,Chief Keef,246,1088145,14485785,https://www.last.fm/music/Chief+Keef/_/Love+Sosa
Boulevard of Broken Dreams,Green Day,261,2349631,19518313,https://www.last.fm/music/Green+Day/_/Boulevard+of+Broken+Dreams
"yes, and?",Ariana Grande,214,1111500,25668796,"https://www.last.fm/music/Ariana+Grande/_/yes,+and%3F"
9,Drake,238,546892,6537590,https://www.last.fm/music/Drake/_/9
no tears left to cry,Ariana Grande,223,1242254,20361341,https://www.last.fm/music/Ariana+Grande/_/no+tears+left+to+cry
Art Deco,Lana Del Rey,295,1064357,15870149,https://www.last.fm/music/Lana+Del+Rey/_/Art+Deco
Dear god,Tate McRae,171,403829,7478269,https://www.last.fm/music/Tate+McRae/_/Dear+god
"The Moon Cave (feat. Asha Puthli, Bobby Womack, Dave Jolicoeur, Jalen Ngonda and Black Thought)",Gorillaz,0,168010,506651,"https://www.last.fm/music/Gorillaz/_/The+Moon+Cave+(feat.+Asha+Puthli,+Bobby+Womack,+Dave+Jolicoeur,+Jalen+Ngonda+and+Black+Thought)"
Royals,Lorde,190,2058570,21426867,https://www.last.fm/music/Lorde/_/Royals
"Darling, I (feat. Teezo Touchdown)","Tyler, The Creator",253,937154,10701086,"https://www.last.fm/music/Tyler,+The+Creator/_/Darling,+I+(feat.+Teezo+Touchdown)"
loml,Taylor Swift,277,576622,16714394,https://www.last.fm/music/Taylor+Swift/_/loml
All They Wanted,Panchiko,127,608480,9602579,https://www.last.fm/music/Panchiko/_/All+They+Wanted
obsessed,Olivia Rodrigo,198,806486,14142160,https://www.last.fm/music/Olivia+Rodrigo/_/obsessed
I Kissed a Girl,Katy Perry,180,2722062,22518312,https://www.last.fm/music/Katy+Perry/_/I+Kissed+a+Girl
Mirrors,Justin Timberlake,277,1500438,13504142,https://www.last.fm/music/Justin+Timberlake/_/Mirrors
L’AMOUR DE MA VIE,Billie Eilish,305,991487,16365876,https://www.last.fm/music/Billie+Eilish/_/L%E2%80%99AMOUR+DE+MA+VIE
Coming Down,The Weeknd,295,792171,10982777,https://www.last.fm/music/The+Weeknd/_/Coming+Down
Comfortable Liar,Chevelle,223,492760,3704497,https://www.last.fm/music/Chevelle/_/Comfortable+Liar
Am I Wrong,BTS,213,304862,6716794,https://www.last.fm/music/BTS/_/Am+I+Wrong
The Hardest Part,Olivia Dean,182,393181,2956972,https://www.last.fm/music/Olivia+Dean/_/The+Hardest+Part
"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",A$AP Rocky,260,915065,9831841,"https://www.last.fm/music/A$AP+Rocky/_/Everyday+(feat.+Rod+Stewart,+Miguel+&+Mark+Ronson)"
I KNOW ?,Travis Scott,212,1013926,19942659,https://www.last.fm/music/Travis+Scott/_/I+KNOW+%3F
Salvatore,Lana Del Rey,281,914435,13280783,https://www.last.fm/music/Lana+Del+Rey/_/Salvatore
Loose,Daniel Caesar,185,721548,11282584,https://www.last.fm/music/Daniel+Caesar/_/Loose
God Was Showing Off,Bruno Mars,211,173628,524340,https://www.last.fm/music/Bruno+Mars/_/God+Was+Showing+Off
Hotel Room Service,Pitbull,238,1339477,8306202,https://www.last.fm/music/Pitbull/_/Hotel+Room+Service
rises the moon,Liana Flores,162,1174677,19870511,https://www.last.fm/music/Liana+Flores/_/rises+the+moon
Down Under,Men at Work,222,1506817,12175460,https://www.last.fm/music/Men+at+Work/_/Down+Under
WAIT FOR U (feat. Drake & Tems),Future,189,911505,13707752,https://www.last.fm/music/Future/_/WAIT+FOR+U+(feat.+Drake+&+Tems)
KLOuFRENS,Bad Bunny,199,478118,4992709,https://www.last.fm/music/Bad+Bunny/_/KLOuFRENS
Can You Feel My Heart,Bring Me the Horizon,228,1149602,15077312,https://www.last.fm/music/Bring+Me+the+Horizon/_/Can+You+Feel+My+Heart
sdp interlude,Travis Scott,191,923225,14026487,https://www.last.fm/music/Travis+Scott/_/sdp+interlude
Set Me Free Pt.2,Jimin,200,365461,45676238,https://www.last.fm/music/Jimin/_/Set+Me+Free+Pt.2
Something - Remastered 2009,The Beatles,182,982322,9574881,https://www.last.fm/music/The+Beatles/_/Something+-+Remastered+2009
Normal Girl,SZA,253,910436,14686884,https://www.last.fm/music/SZA/_/Normal+Girl
All Too Well (10 Minute Version) (Taylor's Version) (From the Vault),Taylor Swift,613,958411,28684683,https://www.last.fm/music/Taylor+Swift/_/All+Too+Well+(10+Minute+Version)+(Taylor%27s+Version)+(From+the+Vault)
Robbers,The 1975,247,854315,12951255,https://www.last.fm/music/The+1975/_/Robbers
bittersweet,Madison Beer,202,348447,4439227,https://www.last.fm/music/Madison+Beer/_/bittersweet
ORANGE SODA,Baby Keem,129,1072565,16926681,https://www.last.fm/music/Baby+Keem/_/ORANGE+SODA
Girl with the Tattoo Enter.Lewd,Miguel,103,959520,12379226,https://www.last.fm/music/Miguel/_/Girl+with+the+Tattoo+Enter.Lewd
I Want You,Mitski,183,962622,16871214,https://www.last.fm/music/Mitski/_/I+Want+You
DON'T KILL THE PARTY (feat. Quavo & Juicy J),Ty Dolla $ign,132,215707,1594106,https://www.last.fm/music/Ty+Dolla+$ign/_/DON%27T+KILL+THE+PARTY+(feat.+Quavo+&+Juicy+J)
Yeah! (feat. Lil Jon & Ludacris),Usher,250,1351070,8616637,https://www.last.fm/music/Usher/_/Yeah%21+(feat.+Lil+Jon+&+Ludacris)
What Do You Mean?,Justin Bieber,205,1278592,11022756,https://www.last.fm/music/Justin+Bieber/_/What+Do+You+Mean%3F
I THINK,"Tyler, The Creator",193,1315775,21662101,"https://www.last.fm/music/Tyler,+The+Creator/_/I+THINK"
Desmitificar,Marina Sena,213,202435,4404262,https://www.last.fm/music/Marina+Sena/_/Desmitificar
Send the Pain Below,Chevelle,252,688191,5998861,https://www.last.fm/music/Chevelle/_/Send+the+Pain+Below
Undone - The Sweater Song,Weezer,353,1007923,9477033,https://www.last.fm/music/Weezer/_/Undone+-+The+Sweater+Song
No One Noticed (Extended Spanish),The Marías,284,765508,7322500,https://www.last.fm/music/The+Mar%C3%ADas/_/No+One+Noticed+(Extended+Spanish)
The Cut That Always Bleeds,Conan Gray,231,728264,10930011,https://www.last.fm/music/Conan+Gray/_/The+Cut+That+Always+Bleeds
Pretty Boy,The Neighbourhood,234,999746,13433254,https://www.last.fm/music/The+Neighbourhood/_/Pretty+Boy
Buttons,The Pussycat Dolls,226,1248679,8286465,https://www.last.fm/music/The+Pussycat+Dolls/_/Buttons
God is a woman,Ariana Grande,197,1183120,18430867,https://www.last.fm/music/Ariana+Grande/_/God+is+a+woman
Image,Magdalena Bay,212,653668,9675364,https://www.last.fm/music/Magdalena+Bay/_/Image
Romeo,PinkPantheress,154,392158,4028569,https://www.last.fm/music/PinkPantheress/_/Romeo
You Are the Right One,Sports,172,824985,6719145,https://www.last.fm/music/Sports/_/You+Are+the+Right+One
The Chase,Hearts2Hearts,178,232619,5419177,https://www.last.fm/music/Hearts2Hearts/_/The+Chase
Go Your Own Way - 2004 Remaster,Fleetwood Mac,219,1081823,9452091,https://www.last.fm/music/Fleetwood+Mac/_/Go+Your+Own+Way+-+2004+Remaster
Empire State Of Mind,JAŸ-Z,0,100451,192652,https://www.last.fm/music/JA%C5%B8-Z/_/Empire+State+Of+Mind
Down Bad,Taylor Swift,261,679095,17883194,https://www.last.fm/music/Taylor+Swift/_/Down+Bad
Superscar,ADÉLA,194,265483,4477795,https://www.last.fm/music/AD%C3%89LA/_/Superscar
Lithium,Nirvana,236,2776591,25026895,https://www.last.fm/music/Nirvana/_/Lithium
Go With the Flow,Queens of the Stone Age,185,1466993,15543430,https://www.last.fm/music/Queens+of+the+Stone+Age/_/Go+With+the+Flow
Running Wild,Jin,151,209724,125140899,https://www.last.fm/music/Jin/_/Running+Wild
Die for You,Joji,211,898448,15411075,https://www.last.fm/music/Joji/_/Die+for+You
Need 2,Pinegrove,191,1046180,18732113,https://www.last.fm/music/Pinegrove/_/Need+2
LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,227,1281029,15408132,https://www.last.fm/music/Kendrick+Lamar/_/LOYALTY.+FEAT.+RIHANNA.
Sleepyhead,Passion Pit,174,1371577,14913193,https://www.last.fm/music/Passion+Pit/_/Sleepyhead
this is me trying,Taylor Swift,238,938177,28396164,https://www.last.fm/music/Taylor+Swift/_/this+is+me+trying
Everything in Its Right Place,Radiohead,473,1998724,22095539,https://www.last.fm/music/Radiohead/_/Everything+in+Its+Right+Place
Numa Ilha,Marina Sena,249,258089,5521645,https://www.last.fm/music/Marina+Sena/_/Numa+Ilha
jellyous,ILLIT,163,307462,5128398,https://www.last.fm/music/ILLIT/_/jellyous
About a Girl,Nirvana,166,2571490,23118164,https://www.last.fm/music/Nirvana/_/About+a+Girl
Bleed It Out,Linkin Park,164,1590310,17079249,https://www.last.fm/music/Linkin+Park/_/Bleed+It+Out
Slow Dancing,V,190,370704,72410955,https://www.last.fm/music/V/_/Slow+Dancing
Where Is My Mind? - 2007 Remaster,Pixies,234,874356,5779411,https://www.last.fm/music/Pixies/_/Where+Is+My+Mind%3F+-+2007+Remaster
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,217,1084208,9617067,https://www.last.fm/music/Charlie+Puth/_/We+Don%27t+Talk+Anymore+(feat.+Selena+Gomez)
Undercover Martyn,Two Door Cinema Club,162,1540612,16248382,https://www.last.fm/music/Two+Door+Cinema+Club/_/Undercover+Martyn
eternal sunshine,Ariana Grande,210,711041,17140614,https://www.last.fm/music/Ariana+Grande/_/eternal+sunshine
Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),The Weeknd,215,923301,8486206,https://www.last.fm/music/The+Weeknd/_/Popular+(with+Playboi+Carti+&+Madonna)+-+From+The+Idol+Vol.+1+(Music+from+the+HBO+Original+Series)
TORE UP,Don Toliver,126,590840,10237018,https://www.last.fm/music/Don+Toliver/_/TORE+UP
Can't Hold Us (feat. Ray Dalton),Macklemore,264,687556,3805695,https://www.last.fm/music/Macklemore/_/Can%27t+Hold+Us+(feat.+Ray+Dalton)
